name,salinity,January_temp,June_temp,area,latitude,longitude,type of sea,corals,silt/sulfide
Adriatic Sea,38.36960983,10.8,23.2,138000,43,15,2,1,0
Adriatic Sea,38.34692764,13.8,24.6,138000,43,15,2,1,0
Adriatic Sea,38.40232849,14.4,20.8,138000,43,15,2,1,0
Adriatic Sea,38.31468201,15.5,24,138000,43,15,2,1,0
Adriatic Sea,38.30448914,11.6,23.1,138000,43,15,2,1,0
Adriatic Sea,38.42479324,8.9,22.9,138000,43,15,2,1,0
Adriatic Sea,38.26358795,8.1,23.7,138000,43,15,2,1,0
Adriatic Sea,38.53382874,8.6,24.8,138000,43,15,2,1,0
Adriatic Sea,37.93369675,8,24.8,138000,43,15,2,1,0
Adriatic Sea,38.49713135,9.5,24.7,138000,43,15,2,1,0
Adriatic Sea,37.77801895,10.8,23.2,138000,43,15,2,1,0
Adriatic Sea,38.48551941,13.8,24.6,138000,43,15,2,1,0
Adriatic Sea,37.88616562,14.4,20.8,138000,43,15,2,1,0
Adriatic Sea,38.25508881,15.5,24,138000,43,15,2,1,0
Adriatic Sea,37.91485596,11.6,23.1,138000,43,15,2,1,0
Adriatic Sea,38.22842407,8.9,22.9,138000,43,15,2,1,0
Adriatic Sea,38.44874954,8.1,23.7,138000,43,15,2,1,0
Adriatic Sea,38.3393898,8.6,24.8,138000,43,15,2,1,0
Aegean Sea,37.74476242,16.5381813,21.12,214000,39,25,2,1,0
Aegean Sea,38.65240097,16.97110939,19.87757492,214000,39,25,2,1,0
Aegean Sea,38.52303314,16.70808029,20.61666679,214000,39,25,2,1,0
Aegean Sea,37.79945374,16.48979759,20.94858551,214000,39,25,2,1,0
Aegean Sea,38.64493179,17.1668663,19.89888763,214000,39,25,2,1,0
Aegean Sea,37.52086258,16.95535088,21.18474579,214000,39,25,2,1,0
Aegean Sea,38.7015152,17.16090584,19.82171631,214000,39,25,2,1,0
Aegean Sea,38.49916458,16.66020012,20.62757492,214000,39,25,2,1,0
Aegean Sea,38.54247284,16.60767555,21.53413963,214000,39,25,2,1,0
Aegean Sea,38.323349,16.65070534,21.20949364,214000,39,25,2,1,0
Aegean Sea,38.61948395,16.72939301,21.06929207,214000,39,25,2,1,0
Aegean Sea,37.79920959,16.94242287,21.25151443,214000,39,25,2,1,0
Aegean Sea,38.50946045,16.71404076,21.11030197,214000,39,25,2,1,0
Aegean Sea,38.75990677,16.67868614,20.88838387,214000,39,25,2,1,0
Aegean Sea,37.70482254,17.0083828,20.32888794,214000,39,25,2,1,0
Aegean Sea,37.79692078,16.37585831,21.02464485,214000,39,25,2,1,0
Aegean Sea,38.82955551,17.01262474,20.52030182,214000,39,25,2,1,0
Aegean Sea,38.20175934,17.03999901,20.28302765,214000,39,25,2,1,0
Aegean Sea,38.04671478,16.99787903,20.99757576,214000,39,25,2,1,0
Aegean Sea,37.79266739,16.96131134,20.74191856,214000,39,25,2,1,0
Aegean Sea,38.67683411,11.9,25.4,214000,39,25,2,1,0
Aegean Sea,38.631073,16.7,23.2,214000,39,25,2,1,0
Aegean Sea,37.96284103,18.6,22.7,214000,39,25,2,1,0
Aegean Sea,38.18477249,17.3,23.7,214000,39,25,2,1,0
Aegean Sea,38.60244751,15.9,23.5,214000,39,25,2,1,0
Aegean Sea,38.31703949,14.4,23.8,214000,39,25,2,1,0
Aegean Sea,38.07433701,19.1,23.7,214000,39,25,2,1,0
Aegean Sea,37.9008255,13.3,23.3,214000,39,25,2,1,0
Aegean Sea,38.80392456,12.3,21.5,214000,39,25,2,1,0
Aegean Sea,38.61873627,12.2,23.5,214000,39,25,2,1,0
Aegean Sea,37.80873108,11.9,25.4,214000,39,25,2,1,0
Aegean Sea,38.17521667,16.7,23.2,214000,39,25,2,1,0
Aegean Sea,38.21246719,18.6,22.7,214000,39,25,2,1,0
Aegean Sea,38.48326492,17.3,23.7,214000,39,25,2,1,0
Aegean Sea,38.4059906,15.9,23.5,214000,39,25,2,1,0
Aegean Sea,37.90620804,14.4,23.8,214000,39,25,2,1,0
Aegean Sea,37.98701096,19.1,23.7,214000,39,25,2,1,0
Aegean Sea,38.67533112,13.3,23.3,214000,39,25,2,1,0
Aegean Sea,37.64388275,12.3,21.5,214000,39,25,2,1,0
Aegean Sea,38.0890274,12.2,23.5,214000,39,25,2,1,0
Aegean Sea,38.12750244,11.9,25.4,214000,39,25,2,1,0
Aegean Sea,38.3373909,16.7,23.2,214000,39,25,2,1,0
Aegean Sea,38.13573074,18.6,22.7,214000,39,25,2,1,0
Aegean Sea,38.28947449,17.3,23.7,214000,39,25,2,1,0
Aegean Sea,38.40226746,15.9,23.5,214000,39,25,2,1,0
Aegean Sea,37.95729065,14.4,23.8,214000,39,25,2,1,0
Aegean Sea,38.32602692,19.1,23.7,214000,39,25,2,1,0
Aegean Sea,38.12023163,13.3,23.3,214000,39,25,2,1,0
Aegean Sea,37.78729248,12.3,23.5,214000,39,25,2,1,0
Andaman Sea,32.57050705,28.20770073,29.8450985,797700,10,96,3,1,0
Andaman Sea,31.72503662,28.60479546,29.10989571,797700,10,96,3,1,0
Andaman Sea,32.3565712,28.54729652,28.9919014,797700,10,96,3,1,0
Andaman Sea,32.64396667,28.03100014,29.88659859,797700,10,96,3,1,0
Andaman Sea,32.70505905,28.60439873,29.32009697,797700,10,96,3,1,0
Andaman Sea,32.75521851,28.19219971,30.05640221,797700,10,96,3,1,0
Andaman Sea,31.77441406,28.26930046,29.72559929,797700,10,96,3,1,0
Andaman Sea,31.72160339,28.50870132,29.00009918,797700,10,96,3,1,0
Andaman Sea,31.87230682,28.44110107,28.91759872,797700,10,96,3,1,0
Andaman Sea,31.92419052,28.12190056,29.72869873,797700,10,96,3,1,0
Andaman Sea,31.73546219,28.49679947,29.00969696,797700,10,96,3,1,0
Andaman Sea,32.18795776,28.02289772,29.5515976,797700,10,96,3,1,0
Andaman Sea,31.84871292,28.25689888,29.72529984,797700,10,96,3,1,0
Andaman Sea,32.15104675,28.68319893,29.07699966,797700,10,96,3,1,0
Andaman Sea,32.2803154,27.88519859,30.09789848,797700,10,96,3,1,0
Andaman Sea,31.86164284,28.46410179,28.87689781,797700,10,96,3,1,0
Andaman Sea,32.58702469,28.48319817,29.10899734,797700,10,96,3,1,0
Andaman Sea,32.75533295,28.06049919,30.05679893,797700,10,96,3,1,0
Andaman Sea,32.67173386,28.0318985,30.14629745,797700,10,96,3,1,0
Andaman Sea,32.5838623,28.4190979,29.21619987,797700,10,96,3,1,0
Andaman Sea,32.36024857,23.7,29.21619987,797700,10,96,3,1,0
Andaman Sea,32.58469772,23.7,30.6,797700,10,96,3,1,0
Andaman Sea,32.09981537,23.7,30.6,797700,10,96,3,1,0
Andaman Sea,32.3675499,23.7,30.6,797700,10,96,3,1,0
Andaman Sea,32.75329208,23.7,30.6,797700,10,96,3,1,0
Andaman Sea,32.28440857,23.7,30.6,797700,10,96,3,1,0
Andaman Sea,31.93555832,23.7,30.6,797700,10,96,3,1,0
Andaman Sea,31.97690201,23.7,30.6,797700,10,96,3,1,0
Andaman Sea,32.4213562,23.7,30.6,797700,10,96,3,1,0
Andaman Sea,31.74802017,23.7,30.6,797700,10,96,3,1,0
Andaman Sea,31.73843002,28.20770073,30.6,797700,10,96,3,1,0
Andaman Sea,31.72558022,28.60479546,30.6,797700,10,96,3,1,0
Andaman Sea,31.67305946,28.54729652,30.6,797700,10,96,3,1,0
Andaman Sea,31.78203964,28.03100014,30.6,797700,10,96,3,1,0
Andaman Sea,32.61048508,28.60439873,30.6,797700,10,96,3,1,0
Andaman Sea,32.7994194,28.19219971,30.6,797700,10,96,3,1,0
Andaman Sea,32.67274094,28.26930046,30.6,797700,10,96,3,1,0
Andaman Sea,31.95165253,23.7,30.6,797700,10,96,3,1,0
Andaman Sea,32.38763046,23.7,30.6,797700,10,96,3,1,0
Andaman Sea,32.66362381,23.7,30.6,797700,10,96,3,1,0
Andaman Sea,32.09152603,23.7,30.6,797700,10,96,3,1,0
Andaman Sea,32.45682526,23.7,29.00009918,797700,10,96,3,1,0
Andaman Sea,32.49720764,23.7,28.91759872,797700,10,96,3,1,0
Andaman Sea,32.35678101,23.7,29.72869873,797700,10,96,3,1,0
Andaman Sea,32.69148254,23.7,29.00969696,797700,10,96,3,1,0
Andaman Sea,32.71173096,23.7,29.5515976,797700,10,96,3,1,0
Andaman Sea,32.53395844,23.7,29.72529984,797700,10,96,3,1,0
Andaman Sea,32.75878143,28.06049919,29.07699966,797700,10,96,3,1,0
Andaman Sea,32.63660431,28.0318985,29.07699966,797700,10,96,3,1,0
Arabian Sea,36.30077744,26.74510002,29.47719955,3862000,14,65,3,1,0
Arabian Sea,36.25741577,27.01779747,29.64289856,3862000,14,65,3,1,0
Arabian Sea,36.12844086,26.75179863,29.54179955,3862000,14,65,3,1,0
Arabian Sea,36.57299042,26.81549835,29.66419792,3862000,14,65,3,1,0
Arabian Sea,36.45368576,26.82099915,30.04859924,3862000,14,65,3,1,0
Arabian Sea,36.0892601,26.91879654,30.11949921,3862000,14,65,3,1,0
Arabian Sea,36.38285065,26.83019829,29.71479797,3862000,14,65,3,1,0
Arabian Sea,35.78185654,26.74979973,29.51819801,3862000,14,65,3,1,0
Arabian Sea,36.13617706,26.76230049,30.17379761,3862000,14,65,3,1,0
Arabian Sea,36.48491669,27.19809914,29.74319839,3862000,14,65,3,1,0
Arabian Sea,36.63090897,26.77059937,30.22369957,3862000,14,65,3,1,0
Arabian Sea,36.16259766,26.74299812,29.63850021,3862000,14,65,3,1,0
Arabian Sea,36.40014648,26.81969833,29.54599762,3862000,14,65,3,1,0
Arabian Sea,36.15112305,26.80509949,30.10900116,3862000,14,65,3,1,0
Arabian Sea,36.14445496,26.60009956,29.66409683,3862000,14,65,3,1,0
Arabian Sea,36.20606232,26.85649681,29.63319588,3862000,14,65,3,1,0
Arabian Sea,36.25930405,26.88369751,29.89249802,3862000,14,65,3,1,0
Arabian Sea,36.31378937,26.71459961,29.68609619,3862000,14,65,3,1,0
Arabian Sea,36.45757294,26.93540001,30.1541996,3862000,14,65,3,1,0
Arabian Sea,36.34038544,27.1128006,29.72089958,3862000,14,65,3,1,0
Arabian Sea,36.16753387,20.3,31.1,3862000,14,65,3,1,0
Arabian Sea,35.95135117,27.19809914,29.74319839,3862000,14,65,3,1,0
Arabian Sea,35.96375656,26.77059937,30.22369957,3862000,14,65,3,1,0
Arabian Sea,36.23590088,26.74299812,29.63850021,3862000,14,65,3,1,0
Arabian Sea,36.0348587,26.81969833,29.54599762,3862000,14,65,3,1,0
Arabian Sea,36.41954803,26.80509949,30.10900116,3862000,14,65,3,1,0
Arabian Sea,36.04243469,26.60009956,29.66409683,3862000,14,65,3,1,0
Arabian Sea,36.24422836,26.85649681,29.63319588,3862000,14,65,3,1,0
Arabian Sea,36.29940796,26.88369751,29.89249802,3862000,14,65,3,1,0
Arabian Sea,36.3478775,26.71459961,29.68609619,3862000,14,65,3,1,0
Arabian Sea,36.35585403,26.93540001,30.1541996,3862000,14,65,3,1,0
Arabian Sea,36.14655685,27.1128006,29.72089958,3862000,14,65,3,1,0
Arabian Sea,36.47807693,27.19809914,29.74319839,3862000,14,65,3,1,0
Arabian Sea,36.15550613,26.77059937,30.22369957,3862000,14,65,3,1,0
Arabian Sea,36.24005508,26.74299812,29.63850021,3862000,14,65,3,1,0
Arabian Sea,36.27014542,26.81969833,29.54599762,3862000,14,65,3,1,0
Arabian Sea,36.42752457,26.80509949,30.10900116,3862000,14,65,3,1,0
Arabian Sea,36.21960449,26.60009956,29.66409683,3862000,14,65,3,1,0
Arabian Sea,36.30705643,26.85649681,29.63319588,3862000,14,65,3,1,0
Arabian Sea,36.58727646,26.88369751,29.89249802,3862000,14,65,3,1,0
Arabian Sea,36.26977539,26.71459961,29.68609619,3862000,14,65,3,1,0
Arabian Sea,36.30247116,26.93540001,30.1541996,3862000,14,65,3,1,0
Arabian Sea,36.42033386,27.1128006,29.72089958,3862000,14,65,3,1,0
Arabian Sea,36.37189102,27.19809914,29.74319839,3862000,14,65,3,1,0
Arabian Sea,36.36146927,26.77059937,30.22369957,3862000,14,65,3,1,0
Arabian Sea,36.38414383,26.74299812,29.63850021,3862000,14,65,3,1,0
Arabian Sea,36.44713974,26.81969833,29.54599762,3862000,14,65,3,1,0
Arabian Sea,36.43880463,26.80509949,30.10900116,3862000,14,65,3,1,0
Arabian Sea,36.34722137,26.60009956,29.66409683,3862000,14,65,3,1,0
Arafura Sea,34.31225967,29.04629898,28.14379692,650000,-9,133,3,1,0
Arafura Sea,33.90355682,29.33379936,28.16359901,650000,-9,133,3,1,0
Arafura Sea,33.95331955,29.20400047,29.38959885,650000,-9,133,3,1,0
Arafura Sea,33.82177353,29.54700089,28.18580055,650000,-9,133,3,1,0
Arafura Sea,33.89329529,29.02220154,28.11739922,650000,-9,133,3,1,0
Arafura Sea,34.06454086,29.34279823,29.29779816,650000,-9,133,3,1,0
Arafura Sea,34.05324554,29.1113987,29.29139709,650000,-9,133,3,1,0
Arafura Sea,33.93297577,29.04459953,28.14719963,650000,-9,133,3,1,0
Arafura Sea,34.28265381,29.24439812,28.28499985,650000,-9,133,3,1,0
Arafura Sea,33.91524124,28.98519897,29.27589989,650000,-9,133,3,1,0
Arafura Sea,33.82473755,29.27420044,28.11839676,650000,-9,133,3,1,0
Arafura Sea,33.95352173,29.16669846,29.18899727,650000,-9,133,3,1,0
Arafura Sea,34.28088379,29.2173996,29.24099922,650000,-9,133,3,1,0
Arafura Sea,33.97162247,29.24069786,29.16309929,650000,-9,133,3,1,0
Arafura Sea,33.95435715,29.01629829,28.13199806,650000,-9,133,3,1,0
Arafura Sea,33.85529327,29.17099762,29.22649765,650000,-9,133,3,1,0
Arafura Sea,34.32397079,29.2460022,28.21990013,650000,-9,133,3,1,0
Arafura Sea,34.32481384,29.36359978,29.29710007,650000,-9,133,3,1,0
Arafura Sea,34.25150681,29.2784977,29.2757988,650000,-9,133,3,1,0
Arafura Sea,34.1772995,29.05049896,28.21409988,650000,-9,133,3,1,0
Arafura Sea,34.25675964,29.04629898,28.14379692,650000,-9,133,3,1,0
Arafura Sea,33.84653854,29.33379936,28.16359901,650000,-9,133,3,1,0
Arafura Sea,34.08320999,29.20400047,29.38959885,650000,-9,133,3,1,0
Arafura Sea,34.30643463,29.54700089,28.18580055,650000,-9,133,3,1,0
Arafura Sea,34.28046036,29.02220154,28.11739922,650000,-9,133,3,1,0
Arafura Sea,33.88912964,29.34279823,29.29779816,650000,-9,133,3,1,0
Arafura Sea,34.22809601,29.1113987,29.29139709,650000,-9,133,3,1,0
Arafura Sea,33.83091736,29.04459953,28.14719963,650000,-9,133,3,1,0
Arafura Sea,34.11740494,29.24439812,28.28499985,650000,-9,133,3,1,0
Arafura Sea,34.19503784,28.98519897,29.27589989,650000,-9,133,3,1,0
Arafura Sea,34.18670273,29.27420044,28.11839676,650000,-9,133,3,1,0
Arafura Sea,34.01676178,29.16669846,29.18899727,650000,-9,133,3,1,0
Arafura Sea,34.07914734,29.2173996,29.24099922,650000,-9,133,3,1,0
Arafura Sea,34.18707275,29.24069786,29.16309929,650000,-9,133,3,1,0
Arafura Sea,34.27047348,29.01629829,28.13199806,650000,-9,133,3,1,0
Arafura Sea,34.19870758,29.17099762,29.22649765,650000,-9,133,3,1,0
Arafura Sea,33.89045334,29.2460022,28.21990013,650000,-9,133,3,1,0
Arafura Sea,34.28198624,29.36359978,29.29710007,650000,-9,133,3,1,0
Arafura Sea,33.86784744,29.2784977,29.2757988,650000,-9,133,3,1,0
Arafura Sea,34.05876923,29.05049896,28.21409988,650000,-9,133,3,1,0
Arafura Sea,33.88791656,29.01629829,28.13199806,650000,-9,133,3,1,0
Arafura Sea,33.99188995,29.17099762,29.22649765,650000,-9,133,3,1,0
Arafura Sea,34.0929985,29.2460022,28.21990013,650000,-9,133,3,1,0
Arafura Sea,34.10842514,29.36359978,29.29710007,650000,-9,133,3,1,0
Arafura Sea,34.19876862,29.2784977,29.2757988,650000,-9,133,3,1,0
Arafura Sea,34.20119095,29.05049896,28.21409988,650000,-9,133,3,1,0
Arafura Sea,34.22187805,29.5,31,650000,-9,133,3,1,0
Arafura Sea,33.96805573,29.05049896,28.21409988,650000,-9,133,3,1,0
Arafura Sea,34.27791977,29.5,31,650000,-9,133,3,1,0
Balearic Sea,37.4650116,15.56369686,21.84209824,150000,40,1,2,1,0
Balearic Sea,37.96845245,15.76629925,20.52529907,150000,40,1,2,1,0
Balearic Sea,37.78893661,15.65949821,21.79959869,150000,40,1,2,1,0
Balearic Sea,37.88702774,15.21589851,23.06559753,150000,40,1,2,1,0
Balearic Sea,37.90965271,15.61379719,22.19489861,150000,40,1,2,1,0
Balearic Sea,37.49221039,15.15559864,22.93390083,150000,40,1,2,1,0
Balearic Sea,37.55896759,15.62150002,20.95190048,150000,40,1,2,1,0
Balearic Sea,37.52878571,15.76209736,20.82349586,150000,40,1,2,1,0
Balearic Sea,37.99918365,15.28919888,23.35599899,150000,40,1,2,1,0
Balearic Sea,37.82884216,15.58569908,21.55730057,150000,40,1,2,1,0
Balearic Sea,37.5014534,15.15719795,22.78939819,150000,40,1,2,1,0
Balearic Sea,37.78991318,15.85069847,20.70699883,150000,40,1,2,1,0
Balearic Sea,37.77466965,15.80369949,20.76409721,150000,40,1,2,1,0
Balearic Sea,38.05762482,15.89369774,19.69079971,150000,40,1,2,1,0
Balearic Sea,37.63972473,15.52039814,22.59859848,150000,40,1,2,1,0
Balearic Sea,37.56363678,15.92000103,20.70069885,150000,40,1,2,1,0
Balearic Sea,37.7243042,15.50219917,21.86929893,150000,40,1,2,1,0
Balearic Sea,38.12572861,15.95449924,21.12519836,150000,40,1,2,1,0
Balearic Sea,37.95926285,15.82679844,20.06749725,150000,40,1,2,1,0
Balearic Sea,37.94377899,15.95090008,20.76099777,150000,40,1,2,1,0
Balearic Sea,37.90818787,15.56369686,21.84209824,150000,40,1,2,1,0
Balearic Sea,37.87294769,15.76629925,20.52529907,150000,40,1,2,1,0
Balearic Sea,37.39617157,15.65949821,21.79959869,150000,40,1,2,1,0
Balearic Sea,37.73583221,15.21589851,23.06559753,150000,40,1,2,1,0
Balearic Sea,37.59051895,15.61379719,22.19489861,150000,40,1,2,1,0
Balearic Sea,37.99987793,15.15559864,22.93390083,150000,40,1,2,1,0
Balearic Sea,37.72995758,15.62150002,20.95190048,150000,40,1,2,1,0
Balearic Sea,37.47774506,15.76209736,20.82349586,150000,40,1,2,1,0
Balearic Sea,37.97735214,15.28919888,23.35599899,150000,40,1,2,1,0
Balearic Sea,37.45796585,15.58569908,21.55730057,150000,40,1,2,1,0
Balearic Sea,37.61484909,15.15719795,22.78939819,150000,40,1,2,1,0
Balearic Sea,37.37982941,15.85069847,20.70699883,150000,40,1,2,1,0
Balearic Sea,37.61249542,15.80369949,20.76409721,150000,40,1,2,1,0
Balearic Sea,37.61650848,15.89369774,19.69079971,150000,40,1,2,1,0
Balearic Sea,37.65370941,15.52039814,22.59859848,150000,40,1,2,1,0
Balearic Sea,37.63015747,15.92000103,20.70069885,150000,40,1,2,1,0
Balearic Sea,37.55993271,15.50219917,21.86929893,150000,40,1,2,1,0
Balearic Sea,37.69067764,15.95449924,21.12519836,150000,40,1,2,1,0
Balearic Sea,37.73841858,15.82679844,20.06749725,150000,40,1,2,1,0
Balearic Sea,37.68901062,15.95090008,20.76099777,150000,40,1,2,1,0
Balearic Sea,37.39186859,13.8,24.7,150000,40,1,2,1,0
Balearic Sea,37.62804794,13.8,24.7,150000,40,1,2,1,0
Balearic Sea,37.43649673,13.8,24.7,150000,40,1,2,1,0
Balearic Sea,37.74158478,13.8,24.7,150000,40,1,2,1,0
Balearic Sea,38.0515976,13.8,24.7,150000,40,1,2,1,0
Balearic Sea,37.93770599,13.8,24.7,150000,40,1,2,1,0
Balearic Sea,37.39923477,13.8,24.7,150000,40,1,2,1,0
Balearic Sea,38.00337601,13.8,24.7,150000,40,1,2,1,0
Balearic Sea,37.86815262,13.8,24.7,150000,40,1,2,1,0
Baltic Sea,7.283664703,5.05079937,10.16519928,377000,58,20,2,0,0
Baltic Sea,7.358641624,5.262300014,9.895198822,377000,58,20,2,0,0
Baltic Sea,6.923683167,4.804800034,12.41739845,377000,58,20,2,0,0
Baltic Sea,6.882575989,5.575399876,9.463798523,377000,58,20,2,0,0
Baltic Sea,6.843975067,4.958699703,13.6276989,377000,58,20,2,0,0
Baltic Sea,7.139967918,5.044899464,10.99509716,377000,58,20,2,0,0
Baltic Sea,7.001358509,4.951900482,11.63769913,377000,58,20,2,0,0
Baltic Sea,6.948460102,5.101202011,11.90479946,377000,58,20,2,0,0
Baltic Sea,7.128380775,4.743900299,15.78439903,377000,58,20,2,0,0
Baltic Sea,6.838568211,5.238399982,9.467298508,377000,58,20,2,0,0
Baltic Sea,7.238360405,4.958301544,14.66559887,377000,58,20,2,0,0
Baltic Sea,7.002103329,4.964200974,13.8497982,377000,58,20,2,0,0
Baltic Sea,6.740456581,4.96160078,14.27919865,377000,58,20,2,0,0
Baltic Sea,6.894094944,5.477398872,9.425598145,377000,58,20,2,0,0
Baltic Sea,6.604096889,4.980000496,10.14639854,377000,58,20,2,0,0
Baltic Sea,6.641613007,5.203099251,9.505800247,377000,58,20,2,0,0
Baltic Sea,6.88628149,5.515900135,9.457601547,377000,58,20,2,0,0
Baltic Sea,6.56233263,5.100399971,10.90459919,377000,58,20,2,0,0
Baltic Sea,7.099087715,5.331600189,9.298099518,377000,58,20,2,0,0
Baltic Sea,6.646227837,5.02670145,10.21619797,377000,58,20,2,0,0
Baltic Sea,6.724818707,5.05079937,10.16519928,377000,58,20,2,0,0
Baltic Sea,7.345812798,5.262300014,9.895198822,377000,58,20,2,0,0
Baltic Sea,7.303654671,4.804800034,12.41739845,377000,58,20,2,0,0
Baltic Sea,6.774857044,5.575399876,9.463798523,377000,58,20,2,0,0
Baltic Sea,7.105635166,4.958699703,13.6276989,377000,58,20,2,0,0
Baltic Sea,7.047532082,5.044899464,10.99509716,377000,58,20,2,0,0
Baltic Sea,6.735661983,4.951900482,11.63769913,377000,58,20,2,0,0
Baltic Sea,6.826411724,5.101202011,11.90479946,377000,58,20,2,0,0
Baltic Sea,7.331801891,4.743900299,15.78439903,377000,58,20,2,0,0
Baltic Sea,7.078710556,5.238399982,9.467298508,377000,58,20,2,0,0
Baltic Sea,6.855606556,4.958301544,14.66559887,377000,58,20,2,0,0
Baltic Sea,7.279417992,4.964200974,13.8497982,377000,58,20,2,0,0
Baltic Sea,5.933204174,4.96160078,14.27919865,377000,58,20,2,0,0
Baltic Sea,6.46690464,5.477398872,9.425598145,377000,58,20,2,0,0
Baltic Sea,6.722072601,4.980000496,10.14639854,377000,58,20,2,0,0
Baltic Sea,6.830757618,5.203099251,9.505800247,377000,58,20,2,0,0
Baltic Sea,7.091200829,5.515900135,9.457601547,377000,58,20,2,0,0
Baltic Sea,7.232512951,5.100399971,10.90459919,377000,58,20,2,0,0
Baltic Sea,6.573895931,5.331600189,9.298099518,377000,58,20,2,0,0
Baltic Sea,7.295751095,5.02670145,10.21619797,377000,58,20,2,0,0
Baltic Sea,7.333941936,5.05079937,9.425598145,377000,58,20,2,0,0
Baltic Sea,6.899050236,5.262300014,10.14639854,377000,58,20,2,0,0
Baltic Sea,7.20465517,4.804800034,9.505800247,377000,58,20,2,0,0
Baltic Sea,6.853307724,5.575399876,9.457601547,377000,58,20,2,0,0
Baltic Sea,7.390315056,4.958699703,10.90459919,377000,58,20,2,0,0
Baltic Sea,6.881822109,5.044899464,9.298099518,377000,58,20,2,0,0
Baltic Sea,7.11474514,4.951900482,10.21619797,377000,58,20,2,0,0
Baltic Sea,7.295881271,5.101202011,17.5,377000,58,20,2,0,0
Baltic Sea,7.188903332,1.4,17.5,377000,58,20,2,0,0
Banda Sea,34.30842209,29.15719986,29.65129852,695000,-6,127,3,1,0
Banda Sea,33.86798859,28.90890121,28.77470016,695000,-6,127,3,1,0
Banda Sea,33.59071732,28.75939941,28.5318985,695000,-6,127,3,1,0
Banda Sea,34.25886536,29.30749893,29.70479965,695000,-6,127,3,1,0
Banda Sea,34.31891632,29.48799896,29.86029625,695000,-6,127,3,1,0
Banda Sea,33.61059952,29.37249756,29.72710037,695000,-6,127,3,1,0
Banda Sea,33.67287827,28.91090012,28.71730042,695000,-6,127,3,1,0
Banda Sea,34.2667923,28.87789726,28.58759689,695000,-6,127,3,1,0
Banda Sea,34.2204895,29.27799988,29.79399872,695000,-6,127,3,1,0
Banda Sea,33.91454315,28.78139877,28.74320221,695000,-6,127,3,1,0
Banda Sea,34.23847198,29.17149925,29.69169998,695000,-6,127,3,1,0
Banda Sea,34.23905563,28.45659828,28.66259766,695000,-6,127,3,1,0
Banda Sea,33.65062714,28.80569839,28.69820213,695000,-6,127,3,1,0
Banda Sea,34.30133438,29.63159943,29.75440025,695000,-6,127,3,1,0
Banda Sea,33.89073944,29.1309967,28.70690155,695000,-6,127,3,1,0
Banda Sea,34.16855621,29.43289948,29.72029877,695000,-6,127,3,1,0
Banda Sea,33.62400818,29.36349869,29.73260117,695000,-6,127,3,1,0
Banda Sea,33.89310074,28.87799644,28.5245018,695000,-6,127,3,1,0
Banda Sea,34.30549622,28.9375,28.67230034,695000,-6,127,3,1,0
Banda Sea,34.24011612,29.3184967,29.53429794,695000,-6,127,3,1,0
